Name,Gender,Age,domain,courses did,skills,certificates or course,Interested,interested career preference,intrested company,Interested Type of Books,Management or Technical,hard/smart worker,Suggested Job Role,raw_role,mapped_role
Rylan Perry,other,24,software/technology,yes,hadoop,database security,IOT,cloud computing,product development,Prayer books,Management,smart worker,Applications Developer,Applications Developer,software_engineering
Adalyn Jenkins,other,25,software/technology,no,hadoop,hacking,IOT,developer,Service Based,Science,Management,smart worker,Applications Developer,Applications Developer,software_engineering
Zion Collins,other,26,software/technology,no,hadoop,system designing,data engineering,developer,Sales and Marketing,Travel,Technical,smart worker,Applications Developer,Applications Developer,software_engineering
Emery Gray,other,27,software/technology,yes,full stack,data science,Management,system developer,Testing and Maintainance Services,Health,Technical,hard worker,Applications Developer,Applications Developer,software_engineering
Nolan Long,other,28,software/technology,no,shell programming,system designing,hacking,testing,Finance,Cookbooks,Management,smart worker,Applications Developer,Applications Developer,software_engineering
Ivy Foster,other,29,software/technology,yes,hadoop,system designing,data engineering,testing,Sales and Marketing,Travel,Management,hard worker,Applications Developer,Applications Developer,software_engineering
Tristan Powell,other,30,software/technology,no,information security,testing,data engineering,security,SAaS services,Autobiographies,Technical,hard worker,Applications Developer,Applications Developer,software_engineering
Olivia Butler,other,31,software/technology,yes,information security,database security,hacking,cloud computing,SAaS services,Autobiographies,Management,hard worker,Applications Developer,Applications Developer,software_engineering
Damian Barnes,other,32,software/technology,yes,r programming,data science,cloud computing,security,Web Services,Guide,Technical,hard worker,Applications Developer,Applications Developer,software_engineering
Sienna James,other,33,software/technology,no,information security,system designing,hacking,cloud computing,Sales and Marketing,Self help,Management,smart worker,Applications Developer,Applications Developer,software_engineering
Jasper Morgan,other,34,software/technology,yes,full stack,hacking,Software Engineering,system developer,SAaS services,Prayer books,Technical,smart worker,Applications Developer,Applications Developer,software_engineering
Eleanor Ross,other,35,software/technology,yes,python,game development,networks,security,Sales and Marketing,Journals,Technical,smart worker,Applications Developer,Applications Developer,software_engineering
Ezra Reed,other,36,software/technology,no,shell programming,game development,Computer Architecture,testing,Testing and Maintainance Services,Art,Technical,smart worker,Applications Developer,Applications Developer,software_engineering
Lola Rivera,other,37,software/technology,yes,hadoop,testing,IOT,developer,Cloud Services,Dictionaries,Technical,smart worker,Applications Developer,Applications Developer,software_engineering
Easton Perry,other,38,software/technology,yes,hadoop,system designing,programming,testing,Product based,Comics,Technical,smart worker,Applications Developer,Applications Developer,software_engineering
Aurora Jenkins,other,39,software/technology,yes,shell programming,web tech,poor,Management,cloud computing,yes,Anthology,Management,Applications Developer,Applications Developer,software_engineering
Camden Collins,other,40,software/technology,yes,information security,hacking,Management,security,Testing and Maintainance Services,Series,Technical,hard worker,Applications Developer,Applications Developer,software_engineering
Hazel Gray,other,41,software/technology,no,python,database security,Computer Architecture,testing,Sales and Marketing,Horror,Technical,hard worker,Applications Developer,Applications Developer,software_engineering
Micah Long,other,22,software/technology,no,full stack,cloud computing,cloud computing,cloud computing,Finance,Self help,Technical,hard worker,Applications Developer,Applications Developer,software_engineering
John Smith,Male,21,software/technology,no,hadoop,hacking,data engineering,developer,Sales and Marketing,Fantasy,Management,smart worker,Applications Developer,Applications Developer,software_engineering
Alice Johnson,Female,20,software/technology,yes,shell programming,system designing,programming,system developer,SAaS services,Travel,Technical,smart worker,Applications Developer,Applications Developer,software_engineering
Robert Davis,Male,22,software/technology,no,shell programming,web tech,poor,Management,Business process analyst,yes,Trilogy,Management,Applications Developer,Applications Developer,software_engineering
Emily Wilson,Female,21,software/technology,no,distro making,game development,Management,system developer,SAaS services,Cookbooks,Technical,smart worker,Applications Developer,Applications Developer,software_engineering
Michael Brown,Male,23,software/technology,no,python,cloud computing,Software Engineering,Business process analyst,Testing and Maintainance Services,Science,Management,hard worker,Applications Developer,Applications Developer,software_engineering
Laura Lee,Female,22,software/technology,yes,machine learning,system designing,hacking,testing,Finance,Dictionaries,Technical,hard worker,Applications Developer,Applications Developer,software_engineering
William Johnson,Male,20,software/technology,no,distro making,web tech,poor,Computer Architecture,system developer,no,Health,Technical,Applications Developer,Applications Developer,software_engineering
Sarah Miller,Female,21,software/technology,no,python,hacking,cloud computing,Business process analyst,Product based,Mystery,Management,smart worker,Applications Developer,Applications Developer,software_engineering
