Name,Gender,Age,domain,courses did,skills,certificates or course,Interested,interested career preference,intrested company,Interested Type of Books,Management or Technical,hard/smart worker,Suggested Job Role,skills_norm
Laura Lee,Female,22,software/technology,yes,machine learning,system designing,hacking,testing,Finance,Dictionaries,Technical,hard worker,Applications Developer,machine learning
William Johnson,Male,20,software/technology,no,distro making,web tech,poor,Computer Architecture,system developer,no,Health,Technical,Applications Developer,distro making
Sarah Miller,Female,21,software/technology,no,python,hacking,cloud computing,Business process analyst,Product based,Mystery,Management,smart worker,Applications Developer,python
James Wilson,Male,23,software/technology,yes,hadoop,testing,cloud computing,Business process analyst,Product based,Horror,Management,hard worker,Applications Developer,hadoop
Olivia Clark,Female,22,software/technology,yes,information security,game development,networks,developer,Cloud Services,Travel,Technical,smart worker,Applications Developer,information security
Andrew Hall,Male,21,software/technology,yes,machine learning,data science,Software Engineering,security,Web Services,Poetry,Management,hard worker,Applications Developer,machine learning
David Jones,Male,22,software/technology,yes,r programming,system designing,Software Engineering,security,Sales and Marketing,Diaries,Management,hard worker,Applications Developer,programming
Elizabeth Williams,Female,21,software/technology,no,information security,database security,programming,developer,Service Based,Science,Management,smart worker,Applications Developer,information security
Charles Miller,Male,23,software/technology,no,python,hacking,Management,system developer,Sales and Marketing,Health,Technical,smart worker,Applications Developer,python
Susan Davis,Female,22,software/technology,yes,distro making,testing,Computer Architecture,developer,Sales and Marketing,Health,Management,smart worker,Applications Developer,distro making
John Brown,Male,20,software/technology,no,r programming,data science,cloud computing,security,Testing and Maintainance Services,Science fiction,Technical,hard worker,Applications Developer,programming
Laura Lee,Female,21,software/technology,yes,hadoop,database security,Software Engineering,developer,SAaS services,History,Management,hard worker,Applications Developer,hadoop
William Johnson,Male,23,software/technology,yes,python,hacking,parallel computing,cloud computing,Web Services,Trilogy,Technical,hard worker,Applications Developer,python
Sarah Miller,Female,22,software/technology,no,full stack,database security,cloud computing,security,BPA,Guide,Technical,hard worker,Applications Developer,full stack
James Wilson,Male,20,software/technology,no,python,testing,hacking,developer,SAaS services,Math,Technical,hard worker,Applications Developer,python
Olivia Clark,Female,21,software/technology,no,shell programming,database security,IOT,system developer,Cloud Services,Science fiction,Management,smart worker,Applications Developer,shell programming
Andrew Hall,Male,23,software/technology,no,full stack,data science,Computer Architecture,system developer,BPA,Poetry,Technical,smart worker,Applications Developer,full stack
David Jones,Male,22,software/technology,yes,machine learning,cloud computing,hacking,Business process analyst,Product based,Guide,Technical,hard worker,Applications Developer,machine learning
Elizabeth Williams,Female,21,software/technology,no,shell programming,system designing,Management,system developer,BPA,Science fiction,Management,hard worker,Applications Developer,shell programming
Charles Miller,Male,23,software/technology,yes,machine learning,hacking,programming,testing,Sales and Marketing,Drama,Management,hard worker,Applications Developer,machine learning
Susan Davis,Female,22,software/technology,no,python,data science,Software Engineering,Business process analyst,BPA,Horror,Management,smart worker,Applications Developer,python
John Brown,Male,20,software/technology,no,hadoop,game development,data engineering,testing,product development,Horror,Management,hard worker,Applications Developer,hadoop
Laura Lee,Female,21,software/technology,yes,shell programming,database security,Computer Architecture,Business process analyst,Product based,Guide,Management,hard worker,Applications Developer,shell programming
William Johnson,Male,23,software/technology,yes,information security,system designing,data engineering,security,Cloud Services,Prayer books,Technical,hard worker,Applications Developer,information security
Sarah Miller,Female,22,software/technology,no,python,web tech,poor,cloud computing,testing,no,Drama,Technical,Applications Developer,python
James Wilson,Male,20,software/technology,no,shell programming,hacking,networks,security,Finance,History,Management,hard worker,Applications Developer,shell programming
Olivia Clark,Female,21,software/technology,yes,full stack,data science,networks,Business process analyst,BPA,Dictionaries,Management,hard worker,Applications Developer,full stack
Andrew Hall,Male,23,software/technology,no,full stack,cloud computing,parallel computing,cloud computing,SAaS services,Health,Management,hard worker,Applications Developer,full stack
David Jones,Male,22,software/technology,yes,distro making,system designing,data engineering,cloud computing,product development,Prayer books,Management,hard worker,Applications Developer,distro making
Elizabeth Williams,Female,21,software/technology,no,full stack,database security,programming,cloud computing,Finance,Self help,Management,smart worker,Applications Developer,full stack
Charles Miller,Male,23,software/technology,no,r programming,testing,data engineering,system developer,Finance,Poetry,Management,smart worker,Applications Developer,programming
Susan Davis,Female,22,software/technology,no,r programming,cloud computing,hacking,Business process analyst,Web Services,Prayer books,Technical,hard worker,Applications Developer,programming
John Brown,Male,20,software/technology,yes,machine learning,game development,Management,Business process analyst,product development,Health,Management,hard worker,Applications Developer,machine learning
Laura Lee,Female,21,software/technology,no,distro making,data science,cloud computing,system developer,product development,Prayer books,Management,smart worker,Applications Developer,distro making
Jessica Jones,Female,22,software/technology,yes,shell programming,hacking,networks,system developer,Finance,Math,Management,smart worker,Applications Developer,shell programming
Peter Parker,Male,20,software/technology,yes,full stack,testing,Software Engineering,developer,Sales and Marketing,Biographies,Technical,smart worker,Applications Developer,full stack
Mary Jane Watson,Female,21,software/technology,no,python,system designing,Computer Architecture,security,Web Services,Drama,Technical,smart worker,Applications Developer,python
